,DM hlswan if smthing is wrong,,,,,,,MINECRAFT 1.16+ RSG ANY% SUB-10 LEADERBOARD,,,,,,,,,OVERWORLD,,,,,FIRST STRUCTURE,,,,,SECOND STRUCTURE,,,,BLAZE RATES,,,,S2-E1,ALL RODS?,NETHER EXITS,OVERWORLD II,,,,,,,,,,,THEOR BLIND,NETHER SPLIT,TOTAL NETHER,TOTAL OW2,POST BLIND,STRUC2 TO FINISH,STRUC2 EX TO SH,STRONGHOLD,,,FRAMES FILLED,THE END,,,,,,,,,,,,Bastion Information,,,,Barter/Chest Loot Information,,,,,,TIMELOSS
,last updated 2/17/26,,,,,WR,PB,,,,,,,,,,TYPE,,PORTAL,NETHER,NE-S1,ENTER,TYPE,SPLIT,EXIT,S1-S2,ENTER,TYPE,SPLIT,EXIT,,DROPPED,KILLED,DECIMAL,,,,EXIT 1,TYPE,TRIANG,THROWN,BREAK,LEFT,T LOSS,REENTER,TO 2ND,DIST,EXIT 2,,,,,,,,ENTER,STRAT,SPLIT,,ENTER,STRAT,X USED,ZERO XPLOSIVES,PERCH XPLOSIVES,CG,NODE,TH,TOWER,SH,SPLIT,CREDITS,TYPE,ROUTE,CC,INFO,Obi,String,Glowst,Arrows,Pearls,Cobi,
,378,-,,🇳🇴,skycrab1,,🗙,9:32.943,9:33.168,21 Oct 2025,(U),see video,,,https://www.youtube.com/watch?v=lHiL5mg3oA4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=145,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,379,-,,🇸🇰,NoFear1337,,🗙,9:33.243,9:33.243,23 Jul 2025,(U),unknown,,,https://www.youtube.com/watch?v=Ucnbg8kATvI,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,380,-,,🇵🇱,watermelon1708,,🗙,9:33.249,9:33.249,20 Nov 2025,(U),unknown,,,https://www.youtube.com/watch?v=FIQZdzOU1z0,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,381,-,,🇨🇦,Aquacorde,,🗙,9:33.414,9:33.414,14 Jul 2025,(U),3745240715930610868,,,https://www.youtube.com/watch?v=irG5odl9FWc,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,382,-,,🇺🇦,loodlow,,✔,9:31.417,9:34.074,03 Jan 2024,(V),223037202453904849,,,https://www.speedrun.com/mc/runs/y8kod21y,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,383,-,,🇳🇴,skycrab1,,🗙,9:31.539,9:34.051,05 Feb 2024,(U),unknown,,,https://www.youtube.com/watch?v=7WaCloKkkXQ&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=8,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,384,-,,🇳🇴,skycrab1,,🗙,9:33.046,9:34.091,21 Jun 2024,(U),6111477306279101383,,,https://www.youtube.com/watch?v=SjpGEQo2qAI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=36,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,385,-,,🇺🇸,doogile,,🗙,9:34.348,9:34.348,21 Mar 2025,(U),3428741567389448584,,,https://www.youtube.com/watch?v=ON2kExN455Q,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,386,-,,🇺🇸,doogile,,🗙,9:27.828,9:34.557,12 Apr 2023,(U),-1996716733981977639,,,https://www.youtube.com/watch?v=uv1DYktuHdQ,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,387,-,,🇨🇦,Aquacorde,,🗙,9:35.061,9:35.061,11 Feb 2024,(U),5916322168139045813,,,https://www.youtube.com/watch?v=_kB4l1r6Z_U,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,388,-,,🇳🇴,skycrab1,,🗙,9:33.390,9:35.170,05 Jul 2025,(U),3232995416196274049,,,https://www.youtube.com/watch?v=kxZT3ObGb8g&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=40,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,389,-,,🇳🇴,skycrab1,,🗙,9:35.237,9:35.237,16 Sep 2024,(U),3490610711658203102,,,https://www.youtube.com/watch?v=_H66aNYnVX4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=71,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,390,-,,🇳🇴,skycrab1,,🗙,9:33.936,9:35.543,05 Aug 2024,(U),8022322116352656572,,,https://www.youtube.com/watch?v=4ly8bruecIw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=48,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,391,-,,🇳🇴,skycrab1,,🗙,9:35.206,9:35.594,10 Sep 2024,(U),4102653367681446187,,,https://www.youtube.com/watch?v=yy661jRyqhw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=66,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,392,-,,🇸🇰,NoFear1337,,🗙,9:35.670,9:35.670,20 Dec 2023,(U),unknown,,,https://www.youtube.com/watch?v=Dsj0KzbzY60,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,393,-,,🇨🇦,silverr,,🗙,9:35.814,9:35.814,05 Feb 2023,(U),8973390315724050418,15,Yes,https://www.youtube.com/watch?v=6EHuNGxSBko,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,394,-,,🇵🇱,watermelon1708,,🗙,9:34.440,9:35.912,13 Oct 2025,(U),unknown,,,https://www.youtube.com/watch?v=YxzgDYgm8AE,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,395,-,,🇺🇸,doogile,,🗙,9:35.919,9:35.919,23 May 2025,(U),369201841316479078,,,https://www.youtube.com/watch?v=m5WY6SiLPH8,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,396,54,🇬🇧,Brentilda,,✔,✔,9:38.000,9:36.000,19 Apr 2021,(V),-8422260959436812016,01,No,https://www.speedrun.com/mc/run/zq13899m,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,397,55,🇸🇪,Crookst,,,✔,9:31.823,9:36.696,05 Mar 2022,(V),1234475058860136521,06,Yes,https://www.speedrun.com/mc/run/zn75ro9m,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,398,-,,🇩🇰,Bloopy,,🗙,9:36.244,9:36.244,27 Oct 2024,(U),3241660036235146313,,,https://www.youtube.com/watch?v=KEaHoB1_iY4,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,399,-,,🇨🇦,Jay12310,,🗙,9:36.303,9:36.303,07 Jan 2026,(U),unknown,,,https://www.youtube.com/watch?v=pROA_8k_5eg&list=PLaTJSsRuu2UcsiC6KEkJwrGp1GaGgPoVG&index=12,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,400,-,,🇺🇸,doogile,,🗙,9:36.342,9:36.342,06 Jun 2025,(U),3942752838021789289,,,https://www.youtube.com/watch?v=Kwy4Xk-e0q8,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,401,-,,🇳🇴,skycrab1,,🗙,9:35.664,9:36.849,26 Mar 2024,(U),unknown,,,https://www.youtube.com/watch?v=R_kkDzbVPHM&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=13,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,402,-,,🇳🇴,skycrab1,,🗙,9:36.996,9:36.996,08 Oct 2024,(U),7453415470551744389,,,https://www.youtube.com/watch?v=kSKZSx3MlS0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=77,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,403,-,,🇳🇴,skycrab1,,🗙,9:36.604,9:37.350,26 May 2024,(U),546895512825728469,,,https://www.youtube.com/watch?v=13DWhOeZhQ0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=23,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,404,-,,🇺🇸,doogile,,🗙,9:36.895,9:37.361,14 Feb 2024,(U),8840188245230081545,,,https://www.youtube.com/watch?v=vGXGBTmZ5tU,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,405,-,,🇨🇦,Aquacorde,,🗙,9:37.428,9:37.428,12 Jun 2025,(U),5411072566358981877,,,https://www.youtube.com/watch?v=8qtirJeKx8I,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,406,-,,🇨🇦,Aquacorde,,🗙,9:37.634,9:37.634,22 May 2024,(U),-2489974967494847394,,,https://www.youtube.com/watch?v=VE9n0qCjt7w,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,407,-,,🇳🇴,skycrab1,,🗙,9:38.062,9:38.159,08 Dec 2025,(U),unknown,,,https://www.youtube.com/watch?v=ZuI2ve_w9q0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=158,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,408,-,,🇨🇦,Aquacorde,,🗙,9:38.350,9:38.350,13 Apr 2024,(U),-9127982004582887256,,,https://www.youtube.com/watch?v=J3IDVImiBgk,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,409,-,,🇨🇦,Aquacorde,,🗙,9:38.736,9:38.736,06 Jun 2025,(U),9010889274559730847,,,https://www.youtube.com/watch?v=bVVdKUflSME,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,410,-,,🇳🇴,skycrab1,,🗙,9:37.169,9:38.505,15 Jun 2024,(U),-6835923738561090524,,,https://www.youtube.com/watch?v=DiB9QaNNmPs&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=31&pp=iAQB,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,411,-,,🇵🇱,watermelon1708,,🗙,9:37.975,9:38.760,14 Nov 2025,(U),unknown,,,https://www.youtube.com/watch?v=i8Pi7aIULKc,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,412,-,,🇮🇹,drip120,,🗙,9:37.558,9:39.066,24 Oct 2025,(U),unknown,,,https://www.youtube.com/watch?v=wyhD_ahpxGU,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,413,-,,🇳🇴,skycrab1,,🗙,9:39.300,9:39.928,28 Jul 2024,(U),1220434626875752910,,,https://www.youtube.com/watch?v=mFNMOnaFXaY&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=45,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,414,-,,🇺🇦,dinonuggieboi,,✔,9:35.023,9:39.334,22 Apr 2023,(V),-6590499565572039174,04,Yes,https://www.speedrun.com/mc/run/m3q9d2dy,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,415,-,,🇵🇱,watermelon1708,,🗙,9:37.815,9:39.646,12 Oct 2025,(U),see video,,,https://www.youtube.com/watch?v=0Sux8DzQKHg,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,416,-,,🇳🇴,skycrab1,,🗙,9:39.881,9:39.881,20 Oct 2024,(U),-8605506067910459007,,,https://www.youtube.com/watch?v=Qo6r_k863hs&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=86,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,417,-,,🇨🇦,Aquacorde,,🗙,9:39.937,9:39.937,12 Jul 2025,(U),3456563830022902090,,,https://www.youtube.com/watch?v=9W4oVjvPLO8,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,418,-,,🇳🇴,skycrab1,,🗙,9:39.675,9:39.946,17 May 2025,(U),unknown,,,https://www.youtube.com/watch?v=7_u4r-5wbBw&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=122,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,419,-,,🇬🇧,Kxpow,,✔,9:35.931,9:40.072,13 Feb 2023,(V),-2352610708955668290,06,Yes,https://www.speedrun.com/mc/run/meeedq3m,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,420,-,,🇨🇦,silverr,,🗙,9:39.324,9:40.144,13 Sep 2023,(U),unknown,??,Yes,https://www.youtube.com/watch?v=7Qgs9qVAEYg,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,421,-,,🇺🇸,doogile,,🗙,9:38.425,9:40.319,20 Jan 2024,(U),-4077851580953068746,,,https://www.youtube.com/watch?v=qYuK9wNO7GQ,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,422,-,,🇳🇱,HDMICables,,✔,9:35.842,9:40.337,30 Dec 2023,(U),-2883304325678276407,06,Yes,https://www.youtube.com/watch?v=fsCAdRBeb3s,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,423,-,,🇨🇦,NoHacsJustRoblox,,🗙,9:39.837,9:40.348,22 Apr 2024,(U),7851252288319915185,,,https://www.youtube.com/watch?v=yxr4anf52rI,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,424,-,,🇳🇴,skycrab1,,🗙,9:39.314,9:40.387,13 Aug 2024,(U),-7637821071124496857,,,https://www.youtube.com/watch?v=aFxizpVM6-c&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=51,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,425,-,,🇳🇴,skycrab1,,🗙,9:40.817,9:40.817,08 Dec 2025,(U),unknown,,,https://www.youtube.com/watch?v=WAg6hWbZyx4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=154,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,426,-,,🇺🇸,doogile,,🗙,9:40.835,9:40.835,07 Jul 2024,(U),2139235147472927794,,,https://www.youtube.com/watch?v=SIsWU7n7Y1Q,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,427,-,,🇬🇧,Kxpow,,🗙,9:36.126,9:40.897,01 Dec 2023,(U),259107068981043696,09,Yes,https://www.youtube.com/watch?v=QfrFgDFKD5w,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,428,-,,🇳🇴,skycrab1,,🗙,9:40.016,9:40.947,25 Jan 2024,(U),unknown,,,https://www.youtube.com/watch?v=BfPtmmhAcv8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=7,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,429,-,,🇳🇴,skycrab1,,🗙,9:40.952,9:40.952,17 Oct 2024,(U),-6693970200234515187,,,https://www.youtube.com/watch?v=KoyMQIZpl2M&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=84,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,430,-,,🇵🇱,watermelon1708,,🗙,9:40.214,9:40.974,10 Nov 2025,(U),unknown,,,https://www.youtube.com/watch?v=BRWCw1TJJ8I,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,431,-,,🇸🇰,NoFear1337,,🗙,9:41.386,9:41.386,29 Jul 2025,(U),unknown,,,https://www.youtube.com/watch?v=IPeeYl5K1dw,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,432,-,,🇳🇴,skycrab1,,🗙,9:40.139,9:41.483,30 Apr 2024,(U),unknown,,,https://www.youtube.com/watch?v=eg2ekkY0cNE&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=17,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,433,-,,🇳🇴,skycrab1,,🗙,9:41.890,9:41.890,31 Jan 2025,(U),3885342470278498728,,,https://www.youtube.com/watch?v=UnIxyUgilX4&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=111,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,434,-,,🇳🇴,skycrab1,,🗙,9:41.631,9:42.343,21 Aug 2024,(U),2108680863366446173,,,https://www.youtube.com/watch?v=c-yAb9s6b5Y&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=58,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,435,-,,🇹🇷,Ancoboy,,✔,9:40.615,9:42.910,21 Aug 2023,(U),6827480725930071979,06,Yes,https://www.youtube.com/watch?v=29VY3VmMX2Y,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,436,-,,🇳🇴,skycrab1,,🗙,9:42.450,9:43.523,19 Jul 2024,(U),-1964772688075275318,,,https://www.youtube.com/watch?v=HHrKcvSjew0&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=43,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,437,-,,🇳🇴,skycrab1,,🗙,9:41.443,9:43.808,12 Mar 2024,(U),unknown,,,https://www.youtube.com/watch?v=VoCX3_TnqHI&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=12,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,438,-,,🇨🇦,Aquacorde,,🗙,9:43.870,9:43.870,26 Jan 2024,(U),2993955281694429561,,,https://www.youtube.com/watch?v=E1hFL8IGFnc,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,439,-,,🇸🇰,NoFear1337,,🗙,9:42.464,9:44.152,09 Dec 2023,(U),Unknown,??,Yes,https://www.youtube.com/watch?v=rlc36sXmCDk,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,440,-,,🇨🇦,silverr,,🗙,9:39.420,9:44.275,21 May 2023,(U),Unknown,12,Yes,https://www.youtube.com/watch?v=vJQDBHHepPE,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,441,-,,🇨🇦,Aquacorde,,🗙,9:44.349,9:44.349,12 Jul 2025,(U),1087998950322160223,,,https://www.youtube.com/watch?v=H0hSYxjyzsI,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,442,-,,🇳🇴,skycrab1,,🗙,9:44.358,9:44.358,02 Feb 2025,(U),1322346143525327365,,,https://www.youtube.com/watch?v=7qXx3IHHQhA&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=112,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,443,-,,🇳🇴,skycrab1,,🗙,9:44.424,9:44.424,26 Oct 2024,(U),-5203179418336138120,,,https://www.youtube.com/watch?v=FwxAelAatn8&list=PLU3_fvoJ1GyMStiA29z37DUPtG47PvOJz&index=89,,,,,,,,,,,,,,,,,,,,30 Dec '99,,,,,30 Dec '99,,,,,,30 Dec '99,,,30 Dec '99,,,30 Dec '99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
